PassengerId,CryoSleep,Age,Transported,CabinNum,Luxuries,EdableLuxuries,Home_Earth,Home_Europa,Home_Mars,CF_A,CF_B,CF_C,CF_D,CF_E,CF_F,CF_G,CF_T,CL_P,CL_S
3803_01,0.0,33.0,False,782.0,629.0,1376.0,0,0,1,0,0,0,0,0,1,0,0,1,0
3804_01,0.0,18.0,False,783.0,784.0,17.0,1,0,0,0,0,0,0,0,1,0,0,1,0
3805_01,0.0,36.0,False,784.0,661.8547912992358,114.0,1,0,0,0,0,0,0,0,1,0,0,1,0
3807_01,1.0,18.0,True,623.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3810_01,0.0,51.0,False,624.0,756.0,53.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3811_01,1.0,54.0,True,786.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0
3811_02,0.0,33.0,False,128.0,3376.0,13.0,0,0,1,0,0,0,1,0,0,0,0,1,0
3812_01,0.0,18.0,False,717.0,335.8547912992357,662.0,1,0,0,0,0,0,0,0,1,0,0,0,1
3814_01,1.0,57.0,True,129.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0
3815_01,0.0,23.0,False,787.0,804.0,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0
3816_01,0.0,24.0,False,225.0,901.0,4.0,1,0,0,0,0,0,0,1,0,0,0,1,0
3817_01,0.0,20.0,False,226.0,1288.8547912992358,922.0,0,0,1,0,0,0,0,1,0,0,0,1,0
3818_01,0.0,32.0,False,600.3676712973864,18.0,680.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3820_01,1.0,21.0,True,790.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0
3821_01,0.0,28.82793046746535,False,600.3676712973864,867.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3822_01,0.0,41.0,False,718.0,590.0,122.0,1,0,0,0,0,0,0,0,1,0,0,0,1
3823_01,0.0,27.0,True,719.0,1192.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1
3824_01,0.0,49.0,True,625.0,354.8547912992357,152.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3826_01,0.0,18.0,False,626.0,1789.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3830_01,0.0,34.0,False,627.0,464.0,242.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3831_01,0.0,73.0,False,123.0,867.0,190.0,0,0,1,0,0,0,1,0,0,0,0,0,1
3832_01,0.0,40.0,False,627.0,1392.0,2178.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3835_01,0.0,63.0,False,255.0,9.0,897.0,1,0,0,0,0,0,0,1,0,0,0,0,1
3836_01,0.0,21.0,True,723.0,1060.0,91.0,0,0,1,0,0,0,0,0,1,0,0,0,1
3838_01,0.0,21.0,True,227.0,264.0,580.0,1,0,0,0,0,0,0,1,0,0,0,1,0
3839_01,0.0,23.0,False,228.0,418.0,631.0,0,0,1,0,0,0,0,1,0,0,0,1,0
3841_01,0.0,31.0,False,793.0,1051.0,258.0,0,0,1,0,0,0,0,0,1,0,0,1,0
3842_01,0.0,41.0,False,794.0,564.0,133.0,1,0,0,0,0,0,0,0,1,0,0,1,0
3846_01,1.0,15.0,True,630.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3847_01,0.0,36.0,False,126.0,1349.0,2050.0,0,1,0,0,0,1,0,0,0,0,0,1,0
3848_01,0.0,24.0,False,795.0,432.0,314.0,1,0,0,0,0,0,0,0,1,0,0,1,0
3849_01,0.0,27.0,False,631.0,500.0,253.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3850_01,0.0,24.0,False,137.0,4276.0,257.0,0,1,0,0,0,1,0,0,0,0,0,0,1
3850_02,1.0,19.0,True,137.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1
3850_03,0.0,25.0,True,137.0,37.0,6130.0,0,1,0,0,0,1,0,0,0,0,0,0,1
3850_04,1.0,39.0,True,137.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1
3850_05,1.0,15.0,True,137.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1
3850_06,0.0,31.0,True,137.0,1775.0,1565.0,0,1,0,0,0,1,0,0,0,0,0,0,1
3850_07,1.0,25.0,True,137.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1
3851_01,0.0,57.0,False,127.0,2099.0,4415.0,0,1,0,0,0,1,0,0,0,0,0,1,0
3852_01,1.0,28.82793046746535,True,796.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0
3853_01,0.0,18.0,True,725.0,16.0,741.0,1,0,0,0,0,0,0,0,1,0,0,0,1
3854_01,1.0,33.0,True,632.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3856_01,0.0,23.0,True,726.0,339.0,761.0,1,0,0,0,0,0,0,0,1,0,0,0,1
3857_01,1.0,34.0,True,230.0,0.0,173.72916912197996,0,1,0,0,0,0,0,1,0,0,0,1,0
3862_01,1.0,38.0,True,729.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1
3862_02,0.0,21.0,True,256.0,2627.0,597.0,0,0,1,0,0,0,0,1,0,0,0,0,1
3862_03,1.0,31.0,False,256.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1
3862_04,0.0,13.0,False,124.0,1479.0,1883.0,0,0,1,0,0,0,1,0,0,0,0,0,1
3862_05,0.0,54.0,True,729.0,149.0,1196.0,0,0,1,0,0,0,0,0,1,0,0,0,1
3862_06,0.0,13.0,False,729.0,1312.8547912992358,675.0,0,0,1,0,0,0,0,0,1,0,0,0,1
3862_07,0.0,18.0,False,124.0,686.0,1563.0772032902469,0,0,1,0,0,0,1,0,0,0,0,0,1
3864_01,1.0,28.82793046746535,True,125.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1
3866_01,0.0,43.0,False,797.0,963.0,7.0,1,0,0,0,0,0,0,0,1,0,0,1,0
3867_01,0.0,56.0,True,798.0,307.8547912992357,1226.0772032902469,1,0,0,0,0,0,0,0,1,0,0,1,0
3868_01,0.0,63.0,False,731.0,1541.0,458.07720329024676,1,0,0,0,0,0,0,0,1,0,0,0,1
3868_02,0.0,9.0,True,630.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3868_03,0.0,9.0,False,630.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3868_04,0.0,0.0,True,630.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3868_05,0.0,16.0,True,731.0,249.0,623.0,1,0,0,0,0,0,0,0,1,0,0,0,1
3868_06,1.0,42.0,True,630.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3868_07,1.0,9.0,False,630.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3870_01,1.0,22.0,True,148.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
3871_01,1.0,47.0,True,149.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
3872_01,1.0,30.0,True,799.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0
3873_01,0.0,29.0,False,800.0,2493.0,31.0,1,0,0,0,0,0,0,0,1,0,0,1,0
3874_01,0.0,28.82793046746535,False,631.0,565.0,218.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3874_02,0.0,22.0,True,258.0,1099.0,2745.0,1,0,0,0,0,0,0,1,0,0,0,0,1
3875_01,0.0,19.0,False,232.0,785.0,3.0,1,0,0,0,0,0,0,1,0,0,0,1,0
3879_01,0.0,31.0,False,801.0,1391.0,70.0,0,0,1,0,0,0,0,0,1,0,0,1,0
3883_01,1.0,17.0,True,150.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
3883_02,0.0,38.0,False,150.0,2329.0,3060.0,0,1,0,0,1,0,0,0,0,0,0,0,1
3883_03,1.0,13.0,True,150.0,311.1387779083431,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
3886_01,1.0,36.0,True,633.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3888_01,0.0,0.0,True,633.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3890_01,1.0,21.0,True,634.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3894_01,0.0,18.0,True,735.0,84.0,525.0,1,0,0,0,0,0,0,0,1,0,0,0,1
3895_01,1.0,36.0,False,233.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0
3895_02,0.0,27.0,False,233.0,848.0,462.07720329024676,0,0,1,0,0,0,0,1,0,0,0,1,0
3895_03,0.0,5.0,True,233.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0
3896_01,0.0,18.0,True,140.0,2241.0,4387.0,1,0,0,0,0,1,0,0,0,0,0,0,1
3897_01,1.0,25.0,False,635.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3898_01,1.0,14.0,True,636.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3899_01,1.0,23.0,True,234.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0
3903_01,0.0,2.0,False,636.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3903_02,1.0,1.0,False,636.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3903_03,1.0,7.0,True,636.0,311.1387779083431,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3903_04,0.0,6.0,False,636.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3903_05,0.0,56.0,False,804.0,970.0,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0
3903_06,1.0,4.0,True,636.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3904_01,0.0,65.0,False,637.0,909.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3907_01,1.0,36.0,True,639.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3909_01,1.0,25.0,True,141.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1
3911_01,0.0,41.0,False,736.0,1052.0,12.0,1,0,0,0,0,0,0,0,1,0,0,0,1
3911_02,0.0,20.0,True,260.0,157.0,1462.0,1,0,0,0,0,0,0,1,0,0,0,0,1
3911_03,1.0,18.0,True,640.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3912_01,0.0,15.0,True,737.0,378.0,524.0,1,0,0,0,0,0,0,0,1,0,0,0,1
3913_01,0.0,23.0,False,738.0,542.0,94.0,1,0,0,0,0,0,0,0,1,0,0,0,1
3913_02,0.0,29.0,False,738.0,44.0,555.0,1,0,0,0,0,0,0,0,1,0,0,0,1
3915_01,1.0,33.0,True,641.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3916_01,0.0,14.0,False,128.0,794.0,881.0,0,1,0,0,0,0,1,0,0,0,0,0,1
3916_02,1.0,55.0,True,128.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1
3917_01,0.0,30.0,False,124.0,2313.0,690.0,0,1,0,0,1,0,0,0,0,0,0,1,0
3919_01,0.0,21.0,False,806.0,545.0,173.72916912197996,1,0,0,0,0,0,0,0,1,0,0,1,0
3921_01,0.0,26.0,True,262.0,35.0,753.0,1,0,0,0,0,0,0,1,0,0,0,0,1
3922_01,1.0,33.0,True,641.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3923_01,0.0,18.0,False,808.0,730.0,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0
3923_02,1.0,9.0,True,642.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3923_03,1.0,0.0,True,642.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3924_01,0.0,19.0,True,263.0,647.0,47.0,1,0,0,0,0,0,0,1,0,0,0,0,1
3926_01,0.0,18.0,False,810.0,716.0,458.07720329024676,1,0,0,0,0,0,0,0,1,0,0,1,0
3927_01,0.0,38.0,False,142.0,11491.0,1258.0,0,1,0,0,0,1,0,0,0,0,0,0,1
3927_02,0.0,42.0,True,142.0,2461.0,1249.0,0,1,0,0,0,1,0,0,0,0,0,0,1
3928_01,0.0,28.0,False,264.0,2401.0,1300.0,0,1,0,0,0,0,0,1,0,0,0,0,1
3928_02,1.0,37.0,True,264.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1
3930_01,0.0,29.0,False,740.0,1820.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1
3931_01,0.0,42.0,False,811.0,483.0,218.0,1,0,0,0,0,0,0,0,1,0,0,1,0
3932_01,0.0,18.0,True,265.0,682.0,2316.0,0,0,1,0,0,0,0,1,0,0,0,0,1
3932_02,0.0,34.0,True,129.0,31.0,805.0,0,0,1,0,0,0,1,0,0,0,0,0,1
3933_01,1.0,34.0,True,642.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3935_01,1.0,18.0,False,643.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3936_01,0.0,24.0,False,644.0,3537.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3937_01,0.0,24.0,True,742.0,52.0,593.0,1,0,0,0,0,0,0,0,1,0,0,0,1
3938_01,1.0,56.0,True,743.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1
3938_02,1.0,2.0,True,743.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1
3938_03,1.0,12.0,True,743.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1
3939_01,0.0,37.0,False,237.0,778.0,840.0,1,0,0,0,0,0,0,1,0,0,0,1,0
3940_01,0.0,60.0,False,132.0,2739.0,0.0,0,0,1,0,0,0,1,0,0,0,0,1,0
3941_01,1.0,55.0,False,643.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3942_01,1.0,20.0,False,645.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3944_01,0.0,28.0,False,745.0,1236.0,659.0,0,0,1,0,0,0,0,0,1,0,0,0,1
3945_01,1.0,28.0,False,644.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3946_01,0.0,37.0,False,812.0,1217.0,91.0,0,0,1,0,0,0,0,0,1,0,0,1,0
3948_01,0.0,18.0,False,814.0,380.0,477.0,1,0,0,0,0,0,0,0,1,0,0,1,0
3949_01,0.0,14.0,False,238.0,786.0,1.0,1,0,0,0,0,0,0,1,0,0,0,1,0
3950_01,0.0,29.0,True,143.0,3696.0,11168.0,0,1,0,0,0,1,0,0,0,0,0,0,1
3952_01,0.0,51.0,False,746.0,556.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1
3954_01,1.0,45.0,False,647.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3955_01,1.0,45.0,True,648.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3958_01,0.0,41.0,False,747.0,1166.0,26.0,0,0,1,0,0,0,0,0,1,0,0,0,1
3959_01,0.0,21.0,False,646.0,5190.0,335.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3959_02,0.0,28.0,False,817.0,673.0,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0
3959_03,1.0,0.0,True,646.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3960_01,0.0,46.0,False,748.0,880.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1
3961_01,1.0,41.0,True,749.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1
3962_01,0.0,13.0,True,647.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3962_02,0.0,55.0,False,239.0,446.0,1203.0,1,0,0,0,0,0,0,1,0,0,0,1,0
3963_01,0.0,20.0,True,648.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3964_01,1.0,21.0,True,650.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3966_01,0.0,49.0,False,818.0,324.0,275.0,1,0,0,0,0,0,0,0,1,0,0,1,0
3966_02,0.0,27.0,True,649.0,304.8547912992357,1020.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3966_03,0.0,0.0,True,649.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3967_01,0.0,22.0,False,819.0,1190.8547912992358,55.0,0,0,1,0,0,0,0,0,1,0,0,1,0
3968_01,1.0,17.0,False,650.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3970_01,0.0,23.0,True,751.0,355.0,764.0,0,0,1,0,0,0,0,0,1,0,0,0,1
3971_01,0.0,44.0,False,651.0,87.0,821.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3973_01,1.0,29.0,True,240.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0
3974_01,0.0,19.0,True,752.0,756.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1
3974_02,1.0,3.0,True,652.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3976_01,0.0,29.0,True,600.3676712973864,59.0,7164.0,0,1,0,0,0,0,0,0,0,0,0,0,0
3977_01,0.0,19.0,True,241.0,46.0,675.0,1,0,0,0,0,0,0,1,0,0,0,1,0
3980_01,1.0,22.0,True,653.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3981_01,0.0,33.0,False,600.3676712973864,400.0,303.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3984_01,1.0,28.82793046746535,True,654.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3985_01,0.0,50.0,False,654.0,848.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3986_01,0.0,54.0,False,755.0,1221.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,1
3986_02,0.0,43.0,False,755.0,1448.0,150.0,0,0,1,0,0,0,0,0,1,0,0,0,1
3987_01,0.0,17.0,True,822.0,119.0,2183.0,1,0,0,0,0,0,0,0,1,0,0,1,0
3988_01,0.0,26.0,False,134.0,1639.0,80.0,0,0,1,0,0,0,1,0,0,0,0,1,0
3991_01,0.0,44.0,False,823.0,1259.0,3.0,1,0,0,0,0,0,0,0,1,0,0,1,0
3992_01,0.0,51.0,False,756.0,1098.0,10.0,1,0,0,0,0,0,0,0,1,0,0,0,1
3994_01,1.0,29.0,True,152.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
3995_01,0.0,4.0,False,655.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3995_02,0.0,40.0,False,825.0,422.0,310.0,1,0,0,0,0,0,0,0,1,0,0,1,0
3995_03,0.0,27.0,False,655.0,808.0,2.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3995_04,0.0,8.0,False,655.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3995_05,0.0,3.0,False,655.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3995_06,0.0,11.0,True,655.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
3996_01,0.0,24.0,True,826.0,56.0,1136.0,1,0,0,0,0,0,0,0,1,0,0,1,0
3997_01,0.0,25.0,False,657.0,439.0,83.0,1,0,0,0,0,0,0,0,0,1,0,0,1
3998_01,0.0,28.0,True,129.0,1689.0,4826.0,0,1,0,0,0,1,0,0,0,0,0,1,0
3999_01,0.0,25.0,False,656.0,0.0,1017.0,1,0,0,0,0,0,0,0,0,1,0,1,0
4000_01,1.0,27.0,True,658.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
4000_02,0.0,25.0,False,757.0,379.0,424.0,1,0,0,0,0,0,0,0,1,0,0,0,1
4000_03,1.0,0.0,True,658.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
4001_01,0.0,58.0,True,758.0,0.0,970.0,1,0,0,0,0,0,0,0,1,0,0,0,1
4001_02,1.0,3.0,True,659.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
4001_03,1.0,4.0,True,659.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
4001_04,1.0,2.0,False,659.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
4001_05,0.0,34.0,True,758.0,0.0,861.0,1,0,0,0,0,0,0,0,1,0,0,0,1
4001_06,0.0,5.0,True,659.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
4001_07,0.0,3.0,False,659.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
4002_01,1.0,46.0,False,242.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0
4003_01,0.0,22.0,True,827.0,1417.0,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0
4005_01,0.0,8.0,True,657.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
4005_02,0.0,17.0,True,657.0,4.0,1010.0,1,0,0,0,0,0,0,0,0,1,0,1,0
4005_03,0.0,4.0,False,657.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
4005_04,1.0,12.0,False,600.3676712973864,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4005_05,1.0,40.0,True,657.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
4005_06,0.0,16.0,True,829.0,6.0,2278.0,1,0,0,0,0,0,0,0,1,0,0,1,0
4005_07,1.0,41.0,True,657.0,224.687617481203,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
4005_08,1.0,8.0,False,657.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
4006_01,1.0,14.0,True,660.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
4006_02,1.0,2.0,True,660.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
4006_03,0.0,59.0,True,759.0,558.0,126.0,1,0,0,0,0,0,0,0,1,0,0,0,1
4006_04,0.0,45.0,False,660.0,1801.0,4.0,1,0,0,0,0,0,0,0,0,1,0,0,1
4006_05,0.0,52.0,True,759.0,304.8547912992357,704.0,1,0,0,0,0,0,0,0,1,0,0,0,1
4008_01,1.0,33.0,True,760.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1
4009_01,0.0,51.0,True,600.3676712973864,1269.0,206.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4010_01,1.0,38.0,False,658.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
4013_01,0.0,14.0,False,243.0,947.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0
4014_01,0.0,42.0,False,125.0,4232.0,457.0,0,1,0,0,1,0,0,0,0,0,0,1,0
4014_02,0.0,28.0,False,125.0,3118.0,3238.0,0,1,0,0,1,0,0,0,0,0,0,1,0
4016_01,0.0,34.0,False,268.0,364.0,542.0,1,0,0,0,0,0,0,1,0,0,0,0,1
4017_01,0.0,21.0,False,269.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1
4017_02,1.0,30.0,True,761.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1
4017_03,1.0,28.82793046746535,True,761.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1
4017_04,1.0,26.0,False,269.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1
4017_05,0.0,23.0,False,761.0,1352.0,134.0,0,0,1,0,0,0,0,0,1,0,0,0,1
4018_01,0.0,20.0,False,762.0,286.687617481203,1.0,1,0,0,0,0,0,0,0,1,0,0,0,1
4019_01,0.0,59.0,True,245.0,258.0,382.0,1,0,0,0,0,0,0,1,0,0,0,1,0
4020_01,0.0,37.0,False,126.0,11088.0,1470.0,0,1,0,0,1,0,0,0,0,0,0,1,0
4021_01,0.0,32.0,False,832.0,1843.0,662.0,0,0,1,0,0,0,0,0,1,0,0,1,0
4022_01,0.0,37.0,False,833.0,517.0,223.0,1,0,0,0,0,0,0,0,1,0,0,1,0
4023_01,0.0,27.0,False,246.0,305.8547912992357,1112.0,1,0,0,0,0,0,0,1,0,0,0,1,0
4026_01,1.0,42.0,True,154.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
4027_01,1.0,29.0,True,659.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
4030_01,0.0,2.0,True,661.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
4030_02,1.0,10.0,False,600.3676712973864,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4030_03,0.0,0.0,False,661.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
4030_04,1.0,21.0,False,661.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
4030_05,0.0,8.0,False,661.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
4031_01,1.0,28.82793046746535,True,131.0,0.0,458.07720329024676,0,1,0,0,0,1,0,0,0,0,0,1,0
4031_02,1.0,27.0,True,131.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0
4032_01,0.0,13.0,True,661.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
4033_01,0.0,49.0,True,144.0,4528.0,7167.0,0,1,0,0,0,1,0,0,0,0,0,0,1
4034_01,1.0,38.0,False,247.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0
4035_01,1.0,21.0,True,662.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
4036_01,0.0,22.0,False,662.0,715.0,171.0,1,0,0,0,0,0,0,0,0,1,0,0,1
4037_01,1.0,14.0,True,663.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
4038_01,1.0,24.0,False,664.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
4039_01,0.0,24.0,False,764.0,774.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1
4040_01,1.0,34.0,False,663.0,311.1387779083431,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
4042_01,0.0,1.0,True,46.0,304.8547912992357,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1
4042_02,1.0,28.82793046746535,True,46.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1
4042_03,1.0,26.0,True,46.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1
4043_01,0.0,28.82793046746535,False,248.0,1609.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0
4044_01,0.0,32.0,False,765.0,654.0,736.0,0,0,1,0,0,0,0,0,1,0,0,0,1
4044_02,0.0,2.0,True,765.0,0.0,458.07720329024676,0,0,1,0,0,0,0,0,1,0,0,0,1
4044_03,1.0,10.0,True,765.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1
4045_01,0.0,49.0,False,135.0,2957.0,531.0,0,0,1,0,0,0,1,0,0,0,0,1,0
4046_01,1.0,14.0,True,664.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
4047_01,1.0,29.0,True,666.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
4049_01,1.0,25.0,False,47.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1
4050_01,0.0,36.0,False,35.0,12240.0,1302.0,0,1,0,1,0,0,0,0,0,0,0,1,0
4053_01,1.0,22.0,True,668.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
4055_01,0.0,21.0,False,836.0,11.0,634.0,1,0,0,0,0,0,0,0,1,0,0,1,0
